rank,feature,importance_mean,importance_std
1,S426E,0.035083991777715304,0.0038863607338330214
2,S436C,0.0260075967974395,0.005403897453365897
3,S426GE,0.014864048452444333,0.0023794002711773556
4,S411BA,0.012393028952509155,0.003105369850676864
5,S413,0.012370275005906055,0.0029819366140499135
6,S441,0.011267480194134186,0.002368759379170236
7,S411DA,0.004520976068791161,0.0017140510641876052
8,S411EA,0.0041409227759618234,0.002398158387916404
9,S411CA,0.004087189971321173,0.0025373890380001787
10,S426GC,0.0037435823938301396,0.0013461097228725347
11,S426GA,0.003498509583663549,0.001800530872744084
12,S422I,0.0029855033062995196,0.0010061298205707994
13,S427DC,0.0023547708015972577,0.0012112214966680766
14,S427DE,0.001509320499188127,0.0006966517278163183
15,S427DF,0.0011129158854232453,0.0008677271485489732
16,S427DB,0.001079031220351978,0.0012586253695854748
17,S426GB,0.0006888158113989906,0.0005328718834862031
18,S426GD,0.0006291318482853691,0.0008379543314772715
19,S427F,0.0006112455388885089,0.0009727018710370018
20,S430D,0.000458148908984383,0.00035492515714073176
21,S427DD,0.0002047855194278192,0.0009007424489687165
22,IDX94_x,-6.692385521462156e-05,0.0007395483072621298
23,S427DG,-0.000238358261710044,0.0005577605670780611
24,IDX94_y,-0.0005332976756334299,0.0010674967266165183
25,S427DA,-0.0006387357867866372,0.0004877578562442426
